Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,Item_Visibility_MeanRatio,Item_Type_Combined,Price_per_Unit_Weight,Outlet_Type_Size,Item_Outlet_Sales
-0.7692455466280292,-0.9978131777271748,-1.131415174084806,-0.7664792934518717,1.747453810500045,0.13954076129513454,-0.6640804903892658,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,-0.13954076129512305,-0.43034404866524506,-0.21936924384914147,1.7619508311158327,-0.4280612806922899,3735.138
-1.4968125771922038,1.2369422325392057,-1.0635901908409071,1.6089626970540383,-1.4890232521574345,1.334102742530905,-0.6640804903892658,1.0915691255309896,1.0029724535685367,-2.0952861157211755,-1.3341027425308933,0.01707392324618915,-2.2083948452600275,-0.5690970024988296,0.9544193162536693,443.4228
0.995857900302808,-0.9978131777271748,-1.1164522658663334,0.6587859008516743,0.010040209322175003,0.13954076129513454,-0.6640804903892658,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,-0.13954076129512305,-0.9384989398676229,-0.21936924384914147,-0.5767132999890755,-0.4280612806922899,2097.27
1.361793980764079,1.2369422325392057,-0.9869329910731529,-0.29139089535068974,0.6600495477422742,0.02008456317155748,0.7999541758258696,1.0915691255309896,-1.508289068688995,-0.1797950115388761,-0.020084563171546017,0.0031448336578293826,-0.21936924384914147,-0.4033069819545839,-1.810541877638249,732.38
-0.8488904582578356,0.11956452740601545,-1.1603335639439212,0.4212417018010833,-1.399219605090881,-1.2939336161877901,-2.128115156604401,1.0915691255309896,-0.2526583075602292,1.7356960926434233,1.2939336161878014,-0.27075805523938723,1.7696563575617446,-0.833515685722295,-1.1193015791652694,994.7052
-0.5335396595073872,1.2369422325392057,0.44819910408417885,-1.7166560896542358,-1.4387337236796227,1.334102742530905,-0.6640804903892658,1.0915691255309896,1.0029724535685367,-0.1797950115388761,-1.3341027425308933,-0.00401172069945822,-0.21936924384914147,-0.968929247432311,0.9544193162536693,556.6088
0.16712030631698804,1.2369422325392057,-1.2008208296036846,1.3714184980034474,-1.3382381721359564,-1.2939336161877901,-2.128115156604401,1.0915691255309896,-0.2526583075602292,-0.1797950115388761,1.2939336161878014,-0.5679886646342759,-0.21936924384914147,-1.0587282309595012,-1.1193015791652694,343.5528
1.3187426771804003,-0.9978131777271748,1.2076228364145078,1.3714184980034474,-0.5336410457037208,-1.5328460124349443,-0.6640804903892658,1.0915691255309896,2.2586032146973025,-0.1797950115388761,1.5328460124349554,-0.029729415043541256,-0.21936924384914147,-0.8783503864259126,1.6456596147266487,4022.7636
0.7160244270088946,1.2369422325392057,-1.117983899661236,-0.5289350944012807,-0.7069083520213211,0.49790935566586575,0.7999541758258696,-0.13888235666721488,-0.2526583075602292,-0.1797950115388761,-0.49790935566585415,-0.5362663382516941,-0.21936924384914147,-0.8391912554631941,0.2631790177806897,1076.5986
1.361793980764079,1.2369422325392057,0.5144448803296005,-0.5289350944012807,0.7520082767866417,1.0951903462837511,0.7999541758258696,-0.13888235666721488,-0.2526583075602292,-0.1797950115388761,-1.0951903462837393,-0.7060150831325501,-0.21936924384914147,-0.3661437887365097,0.2631790177806897,4710.535
-0.23110425183204228,-0.9978131777271748,1.0902688063579113,-0.29139089535068974,-1.532847534701804,0.13954076129513454,-0.6640804903892658,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,-0.13954076129512305,0.0,-0.21936924384914147,-1.1041774679281182,-0.4280612806922899,1516.0266
1.2111144182212028,1.2369422325392057,-0.513889884656077,-0.7664792934518717,0.05006178387588622,-0.09937163495201959,0.7999541758258696,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,0.09937163495203102,-0.6242301256108588,-0.21936924384914147,-0.6144330504742751,0.2631790177806897,2187.153
0.4792422572986604,1.2369422325392057,0.6312452611878286,-0.29139089535068974,0.07203655420703896,0.13954076129513454,-0.6640804903892658,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,-0.13954076129512305,-0.5959937242600233,-0.21936924384914147,-0.38458772421443904,-0.4280612806922899,1589.2646
1.0173835520946477,1.2369422325392057,-0.4762386812595124,1.3714184980034474,-0.34228518245758355,-0.09937163495201959,0.7999541758258696,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,0.09937163495203102,-0.7388501576426711,-0.21936924384914147,-0.7377715910442457,0.2631790177806897,2145.2076
0.7483129046966542,-0.9978131777271748,-0.040288020865624566,-0.29139089535068974,0.8904538263181622,-1.2939336161877901,-2.128115156604401,1.0915691255309896,-0.2526583075602292,-0.1797950115388761,1.2939336161878014,-0.8306202994975388,-0.21936924384914147,-0.08796830513910622,-1.1193015791652694,1977.426
-0.8338225020035479,1.2369422325392057,-0.017938124788063482,-1.2415676915530538,-1.3590727724192342,-0.09937163495201959,0.7999541758258696,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,0.09937163495203102,-0.6004412345466913,-0.21936924384914147,-0.804748817336451,0.2631790177806897,1547.3192
-0.23110425183204228,0.11956452740601545,-1.287835539955187,0.1836975027504923,-0.4118034379118073,1.334102742530905,-0.6640804903892658,1.0915691255309896,1.0029724535685367,1.7356960926434233,-1.3341027425308933,0.017250492289653602,1.7696563575617446,-0.36701709588199244,0.9544193162536693,1621.8888
-0.8338225020035479,1.2369422325392057,-0.015683215397026152,-1.2415676915530538,-1.3911902385565518,0.13954076129513454,-0.6640804903892658,-1.3693338388654193,-0.2526583075602292,-0.1797950115388761,-0.13954076129512305,-0.5926900789779599,-0.21936924384914147,-0.832438632531067,-0.4280612806922899,718.3982
-0.9931123252631601,-0.9978131777271748,-0.7495536003432692,-0.05384669630009872,-0.4449775686850424,-1.5328460124349443,-0.6640804903892658,1.0915691255309896,2.2586032146973025,-2.0952861157211755,1.5328460124349554,-0.9685363876584049,-2.2083948452600275,0.12384126375632692,1.6456596147266487,2303.668
0.10254335094146945,-0.9978131777271748,0.6832776916194533,-0.7664792934518717,1.4379377893347167,0.7368217519130199,0.7999541758258696,-0.13888235666721488,-0.2526583075602292,-0.1797950115388761,-0.7368217519130082,-0.5474395479112046,-0.21936924384914147,0.5666666560986945,0.2631790177806897,2748.4224
